nodeID,0,0,0,0.0,0.0,10.21
nodeID,0,0,1,-0.06038532627300095,-3.2267897585056823e-20,10.209473025241113
nodeID,0,0,2,-0.12075225859065335,-1.2906176122612592e-19,10.207892261486071
nodeID,0,0,3,-0.18108240860058564,-2.903521065746076e-19,10.205258190250825
nodeID,0,0,4,-0.24135739915467355,-5.160898030289012e-19,10.201571613898992
nodeID,0,0,5,-0.30155886990689723,-8.062060886998138e-19,10.19683365539744
nodeID,0,0,6,-0.36166848290608095,-1.1606125913564269e-18,10.191045757974226
nodeID,0,0,7,-0.42166792818181026,-1.5792013553447857e-18,10.184209684678974
nodeID,0,0,8,-0.4815389293218264,-2.061844874472333e-18,10.176327517845834
nodeID,0,0,9,-0.5412632490391988,-2.6083961308477647e-18,10.167401658459177
nodeID,0,0,10,-0.600822694727579,-3.2186886396638165e-18,10.15743482542224
nodeID,0,0,11,-0.660199124002845,-3.892536499910176e-18,10.146430054728917
nodeID,0,0,12,-0.7193744502294472,-4.6297344510010144e-18,10.134390698538969
nodeID,0,0,13,-0.7783306480297729,-5.430057935299032e-18,10.121320424156913
nodeID,0,0,14,-0.8370497587748503,-6.29326316651792e-18,10.107223212914947
nodeID,0,0,15,-0.8955138960547218,-7.219087203982222e-18,10.092103358960177
nodeID,0,0,16,-0.9537052511268171,-8.207248032721479e-18,10.075965467946583
nodeID,0,0,17,-1.0116060983406692,-9.257444649374771e-18,10.058814455632103
nodeID,0,0,18,-1.069198800537318,-1.0369357153879128e-17,10.040655546381231
nodeID,0,0,19,-1.126465814421762,-1.1542646846914322e-17,10.021494271573637
nodeID,0,0,20,-1.1833896959068138,-1.2776956333074008e-17,10.001336467919243
nodeID,0,0,21,-1.239953105426739,-1.4071909629731606e-17,9.980188275680318
nodeID,0,0,22,-1.2961388132190557,-1.542711228156851e-17,9.958056136801083
nodeID,0,0,23,-1.351929704572887,-1.6842151480728824e-17,9.934946792945443
nodeID,0,0,24,-1.4073087850422685,-1.8316596192564687e-17,9.910867283443398
nodeID,0,0,25,-1.46225918562282,-1.9849997286933583e-17,9.885824943146808
nodeID,0,0,26,-1.5167641678902077,-2.144188767500779e-17,9.859827400195119
nodeID,0,0,27,-1.5708071290988317,-2.3091782451554128e-17,9.832882573691753
nodeID,0,0,28,-1.6243716072391823,-2.4799179042640754e-17,9.804998671291887
nodeID,0,0,29,-1.6774412860523262,-2.6563557358726134e-17,9.77618418670231
nodeID,0,1,0,-0.11134635306986881,-5.949976491117414e-20,10.209028295097776
nodeID,0,1,1,-0.1717132853875212,-1.5629362855220057e-19,10.207447531342734
nodeID,0,1,2,-0.23204343539745348,-3.1758397390072493e-19,10.204813460107488
nodeID,0,1,3,-0.2923184259515414,-5.433216703549759e-19,10.201126883755654
nodeID,0,1,4,-0.35251989670376516,-8.334379560259311e-19,10.196388925254102
nodeID,0,1,5,-0.41262950970294887,-1.1878444586825016e-18,10.190601027830889
nodeID,0,1,6,-0.4726289549786781,-1.6064332226708603e-18,10.183764954535636
nodeID,0,1,7,-0.5324999561186943,-2.08907674179845e-18,10.175882787702495
nodeID,0,1,8,-0.5922242758360666,-2.6356279981738396e-18,10.16695692831584
nodeID,0,1,9,-0.6517837215244469,-3.2459205069898482e-18,10.156990095278903
nodeID,0,1,10,-0.7111601507997128,-3.919768367236293e-18,10.14598532458558
nodeID,0,1,11,-0.7703354770263152,-4.656966318327132e-18,10.13394596839563
nodeID,0,1,12,-0.8292916748266407,-5.457289802625107e-18,10.120875694013577
nodeID,0,1,13,-0.8880107855717182,-6.320495033843994e-18,10.10677848277161
nodeID,0,1,14,-0.9464749228515896,-7.24631907130834e-18,10.09165862881684
nodeID,0,1,15,-1.004666277923685,-8.234479900047597e-18,10.075520737803245
nodeID,0,1,16,-1.0625671251375368,-9.284676516700846e-18,10.058369725488765
nodeID,0,1,17,-1.120159827334186,-1.0396589021205247e-17,10.040210816237893
nodeID,0,1,18,-1.17742684121863,-1.156987871424044e-17,10.021049541430298
nodeID,0,1,19,-1.2343507227036816,-1.2804188200400126e-17,10.000891737775905
nodeID,0,1,20,-1.2909141322236068,-1.4099141497057724e-17,9.97974354553698
nodeID,0,1,21,-1.3470998400159235,-1.5454344148894627e-17,9.957611406657747
nodeID,0,1,22,-1.402890731369755,-1.6869383348054942e-17,9.934502062802107
nodeID,0,1,23,-1.4582698118391366,-1.8343828059890805e-17,9.910422553300062
nodeID,0,1,24,-1.5132202124196876,-1.987722915425968e-17,9.88538021300347
nodeID,0,1,25,-1.5677251946870758,-2.1469119542333907e-17,9.85938267005178
nodeID,0,1,26,-1.6217681558956998,-2.3119014318880225e-17,9.832437843548416
nodeID,0,1,27,-1.67533263403605,-2.4826410909966872e-17,9.80455394114855
nodeID,0,1,28,-1.728402312849194,-2.659078922605221e-17,9.775739456558972
nodeID,0,1,29,-1.7809610267968679,-2.841161182040933e-17,9.74600316695082
nodeID,0,2,0,-0.22265878896195618,-2.3798093544008188e-19,10.20611347638183
nodeID,0,2,1,-0.2829889389718885,-3.9927128078856353e-19,10.203479405146584
nodeID,0,2,2,-0.3432639295259764,-6.250089772428145e-19,10.19979282879475
nodeID,0,2,3,-0.40346540027820005,-9.151252629138125e-19,10.195054870293198
nodeID,0,2,4,-0.4635750132773838,-1.2695317655703828e-18,10.189266972869984
nodeID,0,2,5,-0.5235744585531131,-1.6881205295587417e-18,10.182430899574733
nodeID,0,2,6,-0.5834454596931291,-2.170764048686289e-18,10.174548732741592
nodeID,0,2,7,-0.6431697794105016,-2.717315305061721e-18,10.165622873354936
nodeID,0,2,8,-0.7027292250988818,-3.32760781387773e-18,10.155656040318
nodeID,0,2,9,-0.7621056543741479,-4.001455674124132e-18,10.144651269624676
nodeID,0,2,10,-0.82128098060075,-4.738653625215013e-18,10.132611913434726
nodeID,0,2,11,-0.8802371784010757,-5.538977109512988e-18,10.119541639052674
nodeID,0,2,12,-0.938956289146153,-6.402182340731833e-18,10.105444427810706
nodeID,0,2,13,-0.9974204264260248,-7.328006378196177e-18,10.090324573855936
nodeID,0,2,14,-1.05561178149812,-8.316167206935476e-18,10.074186682842342
nodeID,0,2,15,-1.1135126287119719,-9.366363823588726e-18,10.057035670527862
nodeID,0,2,16,-1.171105330908621,-1.0478276328093084e-17,10.03887676127699
nodeID,0,2,17,-1.228372344793065,-1.1651566021128319e-17,10.019715486469394
nodeID,0,2,18,-1.2852962262781167,-1.2885875507287963e-17,9.999557682815002
nodeID,0,2,19,-1.3418596357980417,-1.418082880394556e-17,9.978409490576077
nodeID,0,2,20,-1.3980453435903586,-1.5536031455782507e-17,9.956277351696844
nodeID,0,2,21,-1.4538362349441902,-1.695107065494278e-17,9.933168007841203
nodeID,0,2,22,-1.5092153154135717,-1.8425515366778642e-17,9.909088498339159
nodeID,0,2,23,-1.5641657159941227,-1.995891646114756e-17,9.884046158042569
nodeID,0,2,24,-1.6186706982615104,-2.1550806849221766e-17,9.858048615090876
nodeID,0,2,25,-1.6727136594701348,-2.3200701625768102e-17,9.831103788587512
nodeID,0,2,26,-1.7262781376104852,-2.4908098216854728e-17,9.803219886187646
nodeID,0,2,27,-1.779347816423629,-2.6672476532940068e-17,9.774405401598068
nodeID,0,2,28,-1.831906530371303,-2.849329912729717e-17,9.744669111989918
nodeID,0,2,29,-1.8839382695600906,-3.037001135972507e-17,9.714020075325067
nodeID,0,3,0,-0.3339034008299816,-5.353891444930626e-19,10.201256431734182
nodeID,0,3,1,-0.3941783913840695,-7.611268409473562e-19,10.197569855382348
nodeID,0,3,2,-0.4543798621362932,-1.0512431266182688e-18,10.192831896880795
nodeID,0,3,3,-0.5144894751354769,-1.4056496292749244e-18,10.18704399945758
nodeID,0,3,4,-0.5744889204112061,-1.824238393263198e-18,10.18020792616233
nodeID,0,3,5,-0.6343599215512222,-2.306881912390788e-18,10.172325759329189
nodeID,0,3,6,-0.6940842412685947,-2.85343316876622e-18,10.163399899942533
nodeID,0,3,7,-0.7536436869569749,-3.463725677582229e-18,10.153433066905595
nodeID,0,3,8,-0.8130201162322409,-4.137573537828631e-18,10.142428296212273
nodeID,0,3,9,-0.8721954424588433,-4.874771488919469e-18,10.130388940022325
nodeID,0,3,10,-0.9311516402591686,-5.675094973217487e-18,10.11731866564027
nodeID,0,3,11,-0.9898707510042462,-6.538300204436331e-18,10.103221454398303
nodeID,0,3,12,-1.0483348882841177,-7.464124241900677e-18,10.088101600443533
nodeID,0,3,13,-1.106526243356213,-8.452285070639975e-18,10.071963709429939
nodeID,0,3,14,-1.1644270905700649,-9.502481687293226e-18,10.054812697115459
nodeID,0,3,15,-1.222019792766714,-1.0614394191797583e-17,10.036653787864587
nodeID,0,3,16,-1.2792868066511578,-1.1787683884832777e-17,10.017492513056993
nodeID,0,3,17,-1.3362106881362097,-1.3021993370992505e-17,9.9973347094026
nodeID,0,3,18,-1.392774097656135,-1.4316946667650104e-17,9.976186517163674
nodeID,0,3,19,-1.4489598054484516,-1.5672149319486963e-17,9.95405437828444
nodeID,0,3,20,-1.504750696802283,-1.708718851864728e-17,9.930945034428799
nodeID,0,3,21,-1.5601297772716647,-1.8561633230483142e-17,9.906865524926754
nodeID,0,3,22,-1.615080177852216,-2.009503432485206e-17,9.881823184630164
nodeID,0,3,23,-1.6695851601196035,-2.1686924712926223e-17,9.855825641678475
nodeID,0,3,24,-1.7236281213282274,-2.33368194894726e-17,9.828880815175108
nodeID,0,3,25,-1.777192599468578,-2.5044216080559227e-17,9.800996912775243
nodeID,0,3,26,-1.830262278281722,-2.6808594396644567e-17,9.772182428185666
nodeID,0,3,27,-1.8828209922293955,-2.8629416991001666e-17,9.742446138577513
nodeID,0,3,28,-1.9348527314181836,-3.0506129223429525e-17,9.711797101912666
nodeID,0,3,29,-1.9863416464762853,-3.243815942920209e-17,9.680244654184591
