v1_nodeID,v2_nodeID,distance
nodeID+160+5+140,nodeID+155+0+135,8.66
nodeID+160+5+140,nodeID+155+0+140,7.071
nodeID+160+5+140,nodeID+155+0+145,8.66
nodeID+160+5+140,nodeID+155+5+135,7.071
nodeID+160+5+140,nodeID+155+5+140,5.0
nodeID+160+5+140,nodeID+155+5+145,7.071
nodeID+160+5+140,nodeID+155+10+135,8.66
nodeID+160+5+140,nodeID+155+10+140,7.071
nodeID+160+5+140,nodeID+155+10+145,8.66
nodeID+160+5+140,nodeID+160+0+135,7.071
nodeID+160+5+140,nodeID+160+0+140,5.0
nodeID+160+5+140,nodeID+160+0+145,7.071
nodeID+160+5+140,nodeID+160+5+135,5.0
nodeID+160+5+140,nodeID+160+5+145,5.0
nodeID+160+5+140,nodeID+160+10+135,7.071
nodeID+160+5+140,nodeID+160+10+140,5.0
nodeID+160+5+140,nodeID+160+10+145,7.071
nodeID+160+5+140,nodeID+165+0+135,8.66
nodeID+160+5+140,nodeID+165+0+140,7.071
nodeID+160+5+140,nodeID+165+0+145,8.66
nodeID+160+5+140,nodeID+165+5+135,7.071
nodeID+160+5+140,nodeID+165+5+140,5.0
nodeID+160+5+140,nodeID+165+5+145,7.071
nodeID+160+5+140,nodeID+165+10+135,8.66
nodeID+160+5+140,nodeID+165+10+140,7.071
nodeID+160+5+140,nodeID+165+10+145,8.66
nodeID+20+40+55,nodeID+15+35+50,8.66
nodeID+20+40+55,nodeID+15+35+55,7.071
nodeID+20+40+55,nodeID+15+35+60,8.66
nodeID+20+40+55,nodeID+15+40+50,7.071
nodeID+20+40+55,nodeID+15+40+55,5.0
nodeID+20+40+55,nodeID+15+40+60,7.071
nodeID+20+40+55,nodeID+15+45+50,8.66
nodeID+20+40+55,nodeID+15+45+55,7.071
nodeID+20+40+55,nodeID+15+45+60,8.66
nodeID+20+40+55,nodeID+20+35+50,7.071
nodeID+20+40+55,nodeID+20+35+55,5.0
nodeID+20+40+55,nodeID+20+35+60,7.071
nodeID+20+40+55,nodeID+20+40+50,5.0
nodeID+20+40+55,nodeID+20+40+60,5.0
nodeID+20+40+55,nodeID+20+45+50,7.071
nodeID+20+40+55,nodeID+20+45+55,5.0
nodeID+20+40+55,nodeID+20+45+60,7.071
nodeID+20+40+55,nodeID+25+35+50,8.66
nodeID+20+40+55,nodeID+25+35+55,7.071
nodeID+20+40+55,nodeID+25+35+60,8.66
nodeID+20+40+55,nodeID+25+40+50,7.071
nodeID+20+40+55,nodeID+25+40+55,5.0
nodeID+20+40+55,nodeID+25+40+60,7.071
nodeID+20+40+55,nodeID+25+45+50,8.66
nodeID+20+40+55,nodeID+25+45+55,7.071
nodeID+20+40+55,nodeID+25+45+60,8.66
nodeID+160+5+145,nodeID+155+0+140,8.66
nodeID+160+5+145,nodeID+155+0+145,7.071
nodeID+160+5+145,nodeID+155+0+150,8.66
nodeID+160+5+145,nodeID+155+5+140,7.071
nodeID+160+5+145,nodeID+155+5+145,5.0
nodeID+160+5+145,nodeID+155+5+150,7.071
nodeID+160+5+145,nodeID+155+10+140,8.66
nodeID+160+5+145,nodeID+155+10+145,7.071
nodeID+160+5+145,nodeID+155+10+150,8.66
nodeID+160+5+145,nodeID+160+0+140,7.071
nodeID+160+5+145,nodeID+160+0+145,5.0
nodeID+160+5+145,nodeID+160+0+150,7.071
nodeID+160+5+145,nodeID+160+5+140,5.0
nodeID+160+5+145,nodeID+160+5+150,5.0
nodeID+160+5+145,nodeID+160+10+140,7.071
nodeID+160+5+145,nodeID+160+10+145,5.0
nodeID+160+5+145,nodeID+160+10+150,7.071
nodeID+160+5+145,nodeID+165+0+140,8.66
nodeID+160+5+145,nodeID+165+0+145,7.071
nodeID+160+5+145,nodeID+165+0+150,8.66
nodeID+160+5+145,nodeID+165+5+140,7.071
nodeID+160+5+145,nodeID+165+5+145,5.0
nodeID+160+5+145,nodeID+165+5+150,7.071
nodeID+160+5+145,nodeID+165+10+140,8.66
nodeID+160+5+145,nodeID+165+10+145,7.071
nodeID+160+5+145,nodeID+165+10+150,8.66
nodeID+20+40+50,nodeID+15+35+45,8.66
nodeID+20+40+50,nodeID+15+35+50,7.071
nodeID+20+40+50,nodeID+15+35+55,8.66
nodeID+20+40+50,nodeID+15+40+45,7.071
nodeID+20+40+50,nodeID+15+40+50,5.0
nodeID+20+40+50,nodeID+15+40+55,7.071
nodeID+20+40+50,nodeID+15+45+45,8.66
nodeID+20+40+50,nodeID+15+45+50,7.071
nodeID+20+40+50,nodeID+15+45+55,8.66
nodeID+20+40+50,nodeID+20+35+45,7.071
nodeID+20+40+50,nodeID+20+35+50,5.0
nodeID+20+40+50,nodeID+20+35+55,7.071
nodeID+20+40+50,nodeID+20+40+45,5.0
nodeID+20+40+50,nodeID+20+40+55,5.0
nodeID+20+40+50,nodeID+20+45+45,7.071
nodeID+20+40+50,nodeID+20+45+50,5.0
nodeID+20+40+50,nodeID+20+45+55,7.071
nodeID+20+40+50,nodeID+25+35+45,8.66
nodeID+20+40+50,nodeID+25+35+50,7.071
nodeID+20+40+50,nodeID+25+35+55,8.66
nodeID+20+40+50,nodeID+25+40+45,7.071
nodeID+20+40+50,nodeID+25+40+50,5.0
nodeID+20+40+50,nodeID+25+40+55,7.071
nodeID+20+40+50,nodeID+25+45+45,8.66
nodeID+20+40+50,nodeID+25+45+50,7.071
nodeID+20+40+50,nodeID+25+45+55,8.66
nodeID+170+70+60,nodeID+165+65+55,8.66
nodeID+170+70+60,nodeID+165+65+60,7.071
nodeID+170+70+60,nodeID+165+65+65,8.66
nodeID+170+70+60,nodeID+165+70+55,7.071
nodeID+170+70+60,nodeID+165+70+60,5.0
nodeID+170+70+60,nodeID+165+70+65,7.071
nodeID+170+70+60,nodeID+165+75+55,8.66
nodeID+170+70+60,nodeID+165+75+60,7.071
nodeID+170+70+60,nodeID+165+75+65,8.66
nodeID+170+70+60,nodeID+170+65+55,7.071
nodeID+170+70+60,nodeID+170+65+60,5.0
nodeID+170+70+60,nodeID+170+65+65,7.071
nodeID+170+70+60,nodeID+170+70+55,5.0
nodeID+170+70+60,nodeID+170+70+65,5.0
nodeID+170+70+60,nodeID+170+75+55,7.071
nodeID+170+70+60,nodeID+170+75+60,5.0
nodeID+170+70+60,nodeID+170+75+65,7.071
nodeID+170+70+60,nodeID+175+65+55,8.66
nodeID+170+70+60,nodeID+175+65+60,7.071
nodeID+170+70+60,nodeID+175+65+65,8.66
nodeID+170+70+60,nodeID+175+70+55,7.071
nodeID+170+70+60,nodeID+175+70+60,5.0
nodeID+170+70+60,nodeID+175+70+65,7.071
nodeID+170+70+60,nodeID+175+75+55,8.66
nodeID+170+70+60,nodeID+175+75+60,7.071
nodeID+170+70+60,nodeID+175+75+65,8.66
nodeID+80+170+65,nodeID+75+165+60,8.66
nodeID+80+170+65,nodeID+75+165+65,7.071
nodeID+80+170+65,nodeID+75+165+70,8.66
nodeID+80+170+65,nodeID+75+170+60,7.071
nodeID+80+170+65,nodeID+75+170+65,5.0
nodeID+80+170+65,nodeID+75+170+70,7.071
nodeID+80+170+65,nodeID+75+175+60,8.66
nodeID+80+170+65,nodeID+75+175+65,7.071
nodeID+80+170+65,nodeID+75+175+70,8.66
nodeID+80+170+65,nodeID+80+165+60,7.071
nodeID+80+170+65,nodeID+80+165+65,5.0
nodeID+80+170+65,nodeID+80+165+70,7.071
nodeID+80+170+65,nodeID+80+170+60,5.0
nodeID+80+170+65,nodeID+80+170+70,5.0
nodeID+80+170+65,nodeID+80+175+60,7.071
nodeID+80+170+65,nodeID+80+175+65,5.0
nodeID+80+170+65,nodeID+80+175+70,7.071
nodeID+80+170+65,nodeID+85+165+60,8.66
nodeID+80+170+65,nodeID+85+165+65,7.071
nodeID+80+170+65,nodeID+85+165+70,8.66
nodeID+80+170+65,nodeID+85+170+60,7.071
nodeID+80+170+65,nodeID+85+170+65,5.0
nodeID+80+170+65,nodeID+85+170+70,7.071
nodeID+80+170+65,nodeID+85+175+60,8.66
nodeID+80+170+65,nodeID+85+175+65,7.071
nodeID+80+170+65,nodeID+85+175+70,8.66
nodeID+35+130+80,nodeID+30+125+75,8.66
nodeID+35+130+80,nodeID+30+125+80,7.071
nodeID+35+130+80,nodeID+30+125+85,8.66
nodeID+35+130+80,nodeID+30+130+75,7.071
nodeID+35+130+80,nodeID+30+130+80,5.0
nodeID+35+130+80,nodeID+30+130+85,7.071
nodeID+35+130+80,nodeID+30+135+75,8.66
nodeID+35+130+80,nodeID+30+135+80,7.071
nodeID+35+130+80,nodeID+30+135+85,8.66
nodeID+35+130+80,nodeID+35+125+75,7.071
nodeID+35+130+80,nodeID+35+125+80,5.0
nodeID+35+130+80,nodeID+35+125+85,7.071
nodeID+35+130+80,nodeID+35+130+75,5.0
nodeID+35+130+80,nodeID+35+130+85,5.0
nodeID+35+130+80,nodeID+35+135+75,7.071
nodeID+35+130+80,nodeID+35+135+80,5.0
nodeID+35+130+80,nodeID+35+135+85,7.071
nodeID+35+130+80,nodeID+40+125+75,8.66
nodeID+35+130+80,nodeID+40+125+80,7.071
nodeID+35+130+80,nodeID+40+125+85,8.66
nodeID+35+130+80,nodeID+40+130+75,7.071
nodeID+35+130+80,nodeID+40+130+80,5.0
nodeID+35+130+80,nodeID+40+130+85,7.071
nodeID+35+130+80,nodeID+40+135+75,8.66
nodeID+35+130+80,nodeID+40+135+80,7.071
nodeID+35+130+80,nodeID+40+135+85,8.66
nodeID+80+170+60,nodeID+75+165+55,8.66
nodeID+80+170+60,nodeID+75+165+60,7.071
nodeID+80+170+60,nodeID+75+165+65,8.66
nodeID+80+170+60,nodeID+75+170+55,7.071
nodeID+80+170+60,nodeID+75+170+60,5.0
nodeID+80+170+60,nodeID+75+170+65,7.071
nodeID+80+170+60,nodeID+75+175+55,8.66
nodeID+80+170+60,nodeID+75+175+60,7.071
nodeID+80+170+60,nodeID+75+175+65,8.66
nodeID+80+170+60,nodeID+80+165+55,7.071
nodeID+80+170+60,nodeID+80+165+60,5.0
nodeID+80+170+60,nodeID+80+165+65,7.071
nodeID+80+170+60,nodeID+80+170+55,5.0
nodeID+80+170+60,nodeID+80+170+65,5.0
nodeID+80+170+60,nodeID+80+175+55,7.071
nodeID+80+170+60,nodeID+80+175+60,5.0
nodeID+80+170+60,nodeID+80+175+65,7.071
nodeID+80+170+60,nodeID+85+165+55,8.66
nodeID+80+170+60,nodeID+85+165+60,7.071
nodeID+80+170+60,nodeID+85+165+65,8.66
nodeID+80+170+60,nodeID+85+170+55,7.071
nodeID+80+170+60,nodeID+85+170+60,5.0
nodeID+80+170+60,nodeID+85+170+65,7.071
nodeID+80+170+60,nodeID+85+175+55,8.66
nodeID+80+170+60,nodeID+85+175+60,7.071
nodeID+80+170+60,nodeID+85+175+65,8.66
nodeID+35+130+85,nodeID+30+125+80,8.66
nodeID+35+130+85,nodeID+30+125+85,7.071
nodeID+35+130+85,nodeID+30+125+90,8.66
nodeID+35+130+85,nodeID+30+130+80,7.071
nodeID+35+130+85,nodeID+30+130+85,5.0
nodeID+35+130+85,nodeID+30+130+90,7.071
nodeID+35+130+85,nodeID+30+135+80,8.66
nodeID+35+130+85,nodeID+30+135+85,7.071
nodeID+35+130+85,nodeID+30+135+90,8.66
nodeID+35+130+85,nodeID+35+125+80,7.071
nodeID+35+130+85,nodeID+35+125+85,5.0
nodeID+35+130+85,nodeID+35+125+90,7.071
nodeID+35+130+85,nodeID+35+130+80,5.0
nodeID+35+130+85,nodeID+35+130+90,5.0
nodeID+35+130+85,nodeID+35+135+80,7.071
nodeID+35+130+85,nodeID+35+135+85,5.0
nodeID+35+130+85,nodeID+35+135+90,7.071
nodeID+35+130+85,nodeID+40+125+80,8.66
nodeID+35+130+85,nodeID+40+125+85,7.071
nodeID+35+130+85,nodeID+40+125+90,8.66
nodeID+35+130+85,nodeID+40+130+80,7.071
nodeID+35+130+85,nodeID+40+130+85,5.0
nodeID+35+130+85,nodeID+40+130+90,7.071
nodeID+35+130+85,nodeID+40+135+80,8.66
nodeID+35+130+85,nodeID+40+135+85,7.071
nodeID+35+130+85,nodeID+40+135+90,8.66
nodeID+150+75+120,nodeID+145+70+115,8.66
nodeID+150+75+120,nodeID+145+70+120,7.071
nodeID+150+75+120,nodeID+145+70+125,8.66
nodeID+150+75+120,nodeID+145+75+115,7.071
nodeID+150+75+120,nodeID+145+75+120,5.0
nodeID+150+75+120,nodeID+145+75+125,7.071
nodeID+150+75+120,nodeID+145+80+115,8.66
nodeID+150+75+120,nodeID+145+80+120,7.071
nodeID+150+75+120,nodeID+145+80+125,8.66
nodeID+150+75+120,nodeID+150+70+115,7.071
nodeID+150+75+120,nodeID+150+70+120,5.0
nodeID+150+75+120,nodeID+150+70+125,7.071
nodeID+150+75+120,nodeID+150+75+115,5.0
nodeID+150+75+120,nodeID+150+75+125,5.0
nodeID+150+75+120,nodeID+150+80+115,7.071
nodeID+150+75+120,nodeID+150+80+120,5.0
nodeID+150+75+120,nodeID+150+80+125,7.071
nodeID+150+75+120,nodeID+155+70+115,8.66
nodeID+150+75+120,nodeID+155+70+120,7.071
nodeID+150+75+120,nodeID+155+70+125,8.66
nodeID+150+75+120,nodeID+155+75+115,7.071
nodeID+150+75+120,nodeID+155+75+120,5.0
nodeID+150+75+120,nodeID+155+75+125,7.071
nodeID+150+75+120,nodeID+155+80+115,8.66
nodeID+150+75+120,nodeID+155+80+120,7.071
nodeID+150+75+120,nodeID+155+80+125,8.66
nodeID+150+75+125,nodeID+145+70+120,8.66
nodeID+150+75+125,nodeID+145+70+125,7.071
nodeID+150+75+125,nodeID+145+70+130,8.66
nodeID+150+75+125,nodeID+145+75+120,7.071
nodeID+150+75+125,nodeID+145+75+125,5.0
nodeID+150+75+125,nodeID+145+75+130,7.071
nodeID+150+75+125,nodeID+145+80+120,8.66
nodeID+150+75+125,nodeID+145+80+125,7.071
nodeID+150+75+125,nodeID+145+80+130,8.66
nodeID+150+75+125,nodeID+150+70+120,7.071
nodeID+150+75+125,nodeID+150+70+125,5.0
nodeID+150+75+125,nodeID+150+70+130,7.071
nodeID+150+75+125,nodeID+150+75+120,5.0
nodeID+150+75+125,nodeID+150+75+130,5.0
nodeID+150+75+125,nodeID+150+80+120,7.071
nodeID+150+75+125,nodeID+150+80+125,5.0
nodeID+150+75+125,nodeID+150+80+130,7.071
nodeID+150+75+125,nodeID+155+70+120,8.66
nodeID+150+75+125,nodeID+155+70+125,7.071
nodeID+150+75+125,nodeID+155+70+130,8.66
nodeID+150+75+125,nodeID+155+75+120,7.071
nodeID+150+75+125,nodeID+155+75+125,5.0
nodeID+150+75+125,nodeID+155+75+130,7.071
nodeID+150+75+125,nodeID+155+80+120,8.66
nodeID+150+75+125,nodeID+155+80+125,7.071
nodeID+150+75+125,nodeID+155+80+130,8.66
nodeID+95+150+10,nodeID+90+145+5,8.66
nodeID+95+150+10,nodeID+90+145+10,7.071
nodeID+95+150+10,nodeID+90+145+15,8.66
nodeID+95+150+10,nodeID+90+150+5,7.071
nodeID+95+150+10,nodeID+90+150+10,5.0
nodeID+95+150+10,nodeID+90+150+15,7.071
nodeID+95+150+10,nodeID+90+155+5,8.66
nodeID+95+150+10,nodeID+90+155+10,7.071
nodeID+95+150+10,nodeID+90+155+15,8.66
nodeID+95+150+10,nodeID+95+145+5,7.071
nodeID+95+150+10,nodeID+95+145+10,5.0
nodeID+95+150+10,nodeID+95+145+15,7.071
nodeID+95+150+10,nodeID+95+150+5,5.0
nodeID+95+150+10,nodeID+95+150+15,5.0
nodeID+95+150+10,nodeID+95+155+5,7.071
nodeID+95+150+10,nodeID+95+155+10,5.0
nodeID+95+150+10,nodeID+95+155+15,7.071
nodeID+95+150+10,nodeID+100+145+5,8.66
nodeID+95+150+10,nodeID+100+145+10,7.071
nodeID+95+150+10,nodeID+100+145+15,8.66
nodeID+95+150+10,nodeID+100+150+5,7.071
nodeID+95+150+10,nodeID+100+150+10,5.0
nodeID+95+150+10,nodeID+100+150+15,7.071
nodeID+95+150+10,nodeID+100+155+5,8.66
nodeID+95+150+10,nodeID+100+155+10,7.071
nodeID+95+150+10,nodeID+100+155+15,8.66
nodeID+50+40+45,nodeID+45+35+40,8.66
nodeID+50+40+45,nodeID+45+35+45,7.071
nodeID+50+40+45,nodeID+45+35+50,8.66
nodeID+50+40+45,nodeID+45+40+40,7.071
nodeID+50+40+45,nodeID+45+40+45,5.0
nodeID+50+40+45,nodeID+45+40+50,7.071
nodeID+50+40+45,nodeID+45+45+40,8.66
nodeID+50+40+45,nodeID+45+45+45,7.071
nodeID+50+40+45,nodeID+45+45+50,8.66
nodeID+50+40+45,nodeID+50+35+40,7.071
nodeID+50+40+45,nodeID+50+35+45,5.0
nodeID+50+40+45,nodeID+50+35+50,7.071
nodeID+50+40+45,nodeID+50+40+40,5.0
nodeID+50+40+45,nodeID+50+40+50,5.0
nodeID+50+40+45,nodeID+50+45+40,7.071
nodeID+50+40+45,nodeID+50+45+45,5.0
nodeID+50+40+45,nodeID+50+45+50,7.071
nodeID+50+40+45,nodeID+55+35+40,8.66
nodeID+50+40+45,nodeID+55+35+45,7.071
nodeID+50+40+45,nodeID+55+35+50,8.66
nodeID+50+40+45,nodeID+55+40+40,7.071
nodeID+50+40+45,nodeID+55+40+45,5.0
nodeID+50+40+45,nodeID+55+40+50,7.071
nodeID+50+40+45,nodeID+55+45+40,8.66
nodeID+50+40+45,nodeID+55+45+45,7.071
nodeID+50+40+45,nodeID+55+45+50,8.66
nodeID+50+150+140,nodeID+45+145+135,8.66
nodeID+50+150+140,nodeID+45+145+140,7.071
nodeID+50+150+140,nodeID+45+145+145,8.66
nodeID+50+150+140,nodeID+45+150+135,7.071
nodeID+50+150+140,nodeID+45+150+140,5.0
nodeID+50+150+140,nodeID+45+150+145,7.071
nodeID+50+150+140,nodeID+45+155+135,8.66
nodeID+50+150+140,nodeID+45+155+140,7.071
nodeID+50+150+140,nodeID+45+155+145,8.66
nodeID+50+150+140,nodeID+50+145+135,7.071
nodeID+50+150+140,nodeID+50+145+140,5.0
nodeID+50+150+140,nodeID+50+145+145,7.071
nodeID+50+150+140,nodeID+50+150+135,5.0
nodeID+50+150+140,nodeID+50+150+145,5.0
nodeID+50+150+140,nodeID+50+155+135,7.071
nodeID+50+150+140,nodeID+50+155+140,5.0
nodeID+50+150+140,nodeID+50+155+145,7.071
nodeID+50+150+140,nodeID+55+145+135,8.66
nodeID+50+150+140,nodeID+55+145+140,7.071
nodeID+50+150+140,nodeID+55+145+145,8.66
nodeID+50+150+140,nodeID+55+150+135,7.071
nodeID+50+150+140,nodeID+55+150+140,5.0
nodeID+50+150+140,nodeID+55+150+145,7.071
nodeID+50+150+140,nodeID+55+155+135,8.66
nodeID+50+150+140,nodeID+55+155+140,7.071
nodeID+50+150+140,nodeID+55+155+145,8.66
nodeID+50+40+40,nodeID+45+35+35,8.66
nodeID+50+40+40,nodeID+45+35+40,7.071
nodeID+50+40+40,nodeID+45+35+45,8.66
nodeID+50+40+40,nodeID+45+40+35,7.071
nodeID+50+40+40,nodeID+45+40+40,5.0
nodeID+50+40+40,nodeID+45+40+45,7.071
nodeID+50+40+40,nodeID+45+45+35,8.66
nodeID+50+40+40,nodeID+45+45+40,7.071
nodeID+50+40+40,nodeID+45+45+45,8.66
nodeID+50+40+40,nodeID+50+35+35,7.071
nodeID+50+40+40,nodeID+50+35+40,5.0
nodeID+50+40+40,nodeID+50+35+45,7.071
nodeID+50+40+40,nodeID+50+40+35,5.0
nodeID+50+40+40,nodeID+50+40+45,5.0
nodeID+50+40+40,nodeID+50+45+35,7.071
nodeID+50+40+40,nodeID+50+45+40,5.0
nodeID+50+40+40,nodeID+50+45+45,7.071
nodeID+50+40+40,nodeID+55+35+35,8.66
nodeID+50+40+40,nodeID+55+35+40,7.071
nodeID+50+40+40,nodeID+55+35+45,8.66
nodeID+50+40+40,nodeID+55+40+35,7.071
nodeID+50+40+40,nodeID+55+40+40,5.0
nodeID+50+40+40,nodeID+55+40+45,7.071
nodeID+50+40+40,nodeID+55+45+35,8.66
nodeID+50+40+40,nodeID+55+45+40,7.071
nodeID+50+40+40,nodeID+55+45+45,8.66
nodeID+50+150+145,nodeID+45+145+140,8.66
nodeID+50+150+145,nodeID+45+145+145,7.071
nodeID+50+150+145,nodeID+45+145+150,8.66
nodeID+50+150+145,nodeID+45+150+140,7.071
nodeID+50+150+145,nodeID+45+150+145,5.0
nodeID+50+150+145,nodeID+45+150+150,7.071
nodeID+50+150+145,nodeID+45+155+140,8.66
nodeID+50+150+145,nodeID+45+155+145,7.071
nodeID+50+150+145,nodeID+45+155+150,8.66
nodeID+50+150+145,nodeID+50+145+140,7.071
nodeID+50+150+145,nodeID+50+145+145,5.0
nodeID+50+150+145,nodeID+50+145+150,7.071
nodeID+50+150+145,nodeID+50+150+140,5.0
nodeID+50+150+145,nodeID+50+150+150,5.0
nodeID+50+150+145,nodeID+50+155+140,7.071
nodeID+50+150+145,nodeID+50+155+145,5.0
nodeID+50+150+145,nodeID+50+155+150,7.071
nodeID+50+150+145,nodeID+55+145+140,8.66
nodeID+50+150+145,nodeID+55+145+145,7.071
nodeID+50+150+145,nodeID+55+145+150,8.66
nodeID+50+150+145,nodeID+55+150+140,7.071
nodeID+50+150+145,nodeID+55+150+145,5.0
nodeID+50+150+145,nodeID+55+150+150,7.071
nodeID+50+150+145,nodeID+55+155+140,8.66
nodeID+50+150+145,nodeID+55+155+145,7.071
nodeID+50+150+145,nodeID+55+155+150,8.66
nodeID+135+65+60,nodeID+130+60+55,8.66
nodeID+135+65+60,nodeID+130+60+60,7.071
nodeID+135+65+60,nodeID+130+60+65,8.66
nodeID+135+65+60,nodeID+130+65+55,7.071
nodeID+135+65+60,nodeID+130+65+60,5.0
nodeID+135+65+60,nodeID+130+65+65,7.071
nodeID+135+65+60,nodeID+130+70+55,8.66
nodeID+135+65+60,nodeID+130+70+60,7.071
nodeID+135+65+60,nodeID+130+70+65,8.66
nodeID+135+65+60,nodeID+135+60+55,7.071
nodeID+135+65+60,nodeID+135+60+60,5.0
nodeID+135+65+60,nodeID+135+60+65,7.071
nodeID+135+65+60,nodeID+135+65+55,5.0
nodeID+135+65+60,nodeID+135+65+65,5.0
nodeID+135+65+60,nodeID+135+70+55,7.071
nodeID+135+65+60,nodeID+135+70+60,5.0
nodeID+135+65+60,nodeID+135+70+65,7.071
nodeID+135+65+60,nodeID+140+60+55,8.66
nodeID+135+65+60,nodeID+140+60+60,7.071
nodeID+135+65+60,nodeID+140+60+65,8.66
nodeID+135+65+60,nodeID+140+65+55,7.071
nodeID+135+65+60,nodeID+140+65+60,5.0
nodeID+135+65+60,nodeID+140+65+65,7.071
nodeID+135+65+60,nodeID+140+70+55,8.66
nodeID+135+65+60,nodeID+140+70+60,7.071
nodeID+135+65+60,nodeID+140+70+65,8.66
nodeID+170+40+105,nodeID+165+35+100,8.66
nodeID+170+40+105,nodeID+165+35+105,7.071
nodeID+170+40+105,nodeID+165+35+110,8.66
nodeID+170+40+105,nodeID+165+40+100,7.071
nodeID+170+40+105,nodeID+165+40+105,5.0
nodeID+170+40+105,nodeID+165+40+110,7.071
nodeID+170+40+105,nodeID+165+45+100,8.66
nodeID+170+40+105,nodeID+165+45+105,7.071
nodeID+170+40+105,nodeID+165+45+110,8.66
nodeID+170+40+105,nodeID+170+35+100,7.071
nodeID+170+40+105,nodeID+170+35+105,5.0
nodeID+170+40+105,nodeID+170+35+110,7.071
nodeID+170+40+105,nodeID+170+40+100,5.0
nodeID+170+40+105,nodeID+170+40+110,5.0
nodeID+170+40+105,nodeID+170+45+100,7.071
nodeID+170+40+105,nodeID+170+45+105,5.0
nodeID+170+40+105,nodeID+170+45+110,7.071
nodeID+170+40+105,nodeID+175+35+100,8.66
nodeID+170+40+105,nodeID+175+35+105,7.071
nodeID+170+40+105,nodeID+175+35+110,8.66
nodeID+170+40+105,nodeID+175+40+100,7.071
nodeID+170+40+105,nodeID+175+40+105,5.0
nodeID+170+40+105,nodeID+175+40+110,7.071
nodeID+170+40+105,nodeID+175+45+100,8.66
nodeID+170+40+105,nodeID+175+45+105,7.071
nodeID+170+40+105,nodeID+175+45+110,8.66
nodeID+135+65+65,nodeID+130+60+60,8.66
nodeID+135+65+65,nodeID+130+60+65,7.071
nodeID+135+65+65,nodeID+130+60+70,8.66
nodeID+135+65+65,nodeID+130+65+60,7.071
nodeID+135+65+65,nodeID+130+65+65,5.0
nodeID+135+65+65,nodeID+130+65+70,7.071
nodeID+135+65+65,nodeID+130+70+60,8.66
nodeID+135+65+65,nodeID+130+70+65,7.071
nodeID+135+65+65,nodeID+130+70+70,8.66
nodeID+135+65+65,nodeID+135+60+60,7.071
nodeID+135+65+65,nodeID+135+60+65,5.0
nodeID+135+65+65,nodeID+135+60+70,7.071
nodeID+135+65+65,nodeID+135+65+60,5.0
nodeID+135+65+65,nodeID+135+65+70,5.0
nodeID+135+65+65,nodeID+135+70+60,7.071
nodeID+135+65+65,nodeID+135+70+65,5.0
nodeID+135+65+65,nodeID+135+70+70,7.071
nodeID+135+65+65,nodeID+140+60+60,8.66
nodeID+135+65+65,nodeID+140+60+65,7.071
nodeID+135+65+65,nodeID+140+60+70,8.66
nodeID+135+65+65,nodeID+140+65+60,7.071
nodeID+135+65+65,nodeID+140+65+65,5.0
nodeID+135+65+65,nodeID+140+65+70,7.071
nodeID+135+65+65,nodeID+140+70+60,8.66
nodeID+135+65+65,nodeID+140+70+65,7.071
nodeID+135+65+65,nodeID+140+70+70,8.66
nodeID+80+45+170,nodeID+75+40+165,8.66
nodeID+80+45+170,nodeID+75+40+170,7.071
nodeID+80+45+170,nodeID+75+40+175,8.66
nodeID+80+45+170,nodeID+75+45+165,7.071
nodeID+80+45+170,nodeID+75+45+170,5.0
nodeID+80+45+170,nodeID+75+45+175,7.071
nodeID+80+45+170,nodeID+75+50+165,8.66
nodeID+80+45+170,nodeID+75+50+170,7.071
nodeID+80+45+170,nodeID+75+50+175,8.66
nodeID+80+45+170,nodeID+80+40+165,7.071
nodeID+80+45+170,nodeID+80+40+170,5.0
nodeID+80+45+170,nodeID+80+40+175,7.071
nodeID+80+45+170,nodeID+80+45+165,5.0
nodeID+80+45+170,nodeID+80+45+175,5.0
nodeID+80+45+170,nodeID+80+50+165,7.071
nodeID+80+45+170,nodeID+80+50+170,5.0
nodeID+80+45+170,nodeID+80+50+175,7.071
nodeID+80+45+170,nodeID+85+40+165,8.66
nodeID+80+45+170,nodeID+85+40+170,7.071
nodeID+80+45+170,nodeID+85+40+175,8.66
nodeID+80+45+170,nodeID+85+45+165,7.071
nodeID+80+45+170,nodeID+85+45+170,5.0
nodeID+80+45+170,nodeID+85+45+175,7.071
nodeID+80+45+170,nodeID+85+50+165,8.66
nodeID+80+45+170,nodeID+85+50+170,7.071
nodeID+80+45+170,nodeID+85+50+175,8.66
nodeID+50+20+40,nodeID+45+15+35,8.66
nodeID+50+20+40,nodeID+45+15+40,7.071
nodeID+50+20+40,nodeID+45+15+45,8.66
nodeID+50+20+40,nodeID+45+20+35,7.071
nodeID+50+20+40,nodeID+45+20+40,5.0
nodeID+50+20+40,nodeID+45+20+45,7.071
nodeID+50+20+40,nodeID+45+25+35,8.66
nodeID+50+20+40,nodeID+45+25+40,7.071
nodeID+50+20+40,nodeID+45+25+45,8.66
nodeID+50+20+40,nodeID+50+15+35,7.071
nodeID+50+20+40,nodeID+50+15+40,5.0
nodeID+50+20+40,nodeID+50+15+45,7.071
nodeID+50+20+40,nodeID+50+20+35,5.0
nodeID+50+20+40,nodeID+50+20+45,5.0
nodeID+50+20+40,nodeID+50+25+35,7.071
nodeID+50+20+40,nodeID+50+25+40,5.0
nodeID+50+20+40,nodeID+50+25+45,7.071
